"modification_probability"	"count"	"element"
80.8	157	"Y"
80.8	849	"X"
80.8	910	"9"
80.8	1023	"8"
80.8	1238	"7"
80.8	1157	"6"
80.8	1128	"5"
80.8	1324	"4"
80.8	1345	"3"
80.8	433	"22"
80.8	290	"21"
80.8	549	"20"
80.8	1690	"2"
80.8	637	"19"
80.8	624	"18"
80.8	795	"17"
80.8	869	"16"
80.8	631	"15"
80.8	622	"14"
80.8	690	"13"
80.8	952	"12"
80.8	1031	"11"
80.8	1088	"10"
80.8	1675	"1"
80.9	126	"Y"
80.9	847	"X"
80.9	960	"9"
80.9	1055	"8"
80.9	1210	"7"
80.9	1139	"6"
80.9	1203	"5"
80.9	1199	"4"
80.9	1284	"3"
80.9	408	"22"
80.9	312	"21"
80.9	568	"20"
80.9	1657	"2"
80.9	596	"19"
80.9	678	"18"
80.9	718	"17"
80.9	870	"16"
80.9	645	"15"
80.9	633	"14"
80.9	707	"13"
80.9	937	"12"
80.9	1012	"11"
80.9	1119	"10"
80.9	1744	"1"
81	146	"Y"
81	909	"X"
81	912	"9"
81	1099	"8"
81	1220	"7"
81	1116	"6"
81	1232	"5"
81	1192	"4"
81	1348	"3"
81	424	"22"
81	328	"21"
81	588	"20"
81	1738	"2"
81	604	"19"
81	612	"18"
81	799	"17"
81	870	"16"
81	676	"15"
81	633	"14"
81	697	"13"
81	954	"12"
81	1057	"11"
81	1145	"10"
81	1784	"1"
81.1	121	"Y"
81.1	949	"X"
81.1	965	"9"
81.1	1111	"8"
81.1	1246	"7"
81.1	1104	"6"
81.1	1172	"5"
81.1	1268	"4"
81.1	1281	"3"
81.1	436	"22"
81.1	310	"21"
81.1	580	"20"
81.1	1639	"2"
81.1	661	"19"
81.1	611	"18"
81.1	736	"17"
81.1	866	"16"
81.1	656	"15"
81.1	648	"14"
81.1	706	"13"
81.1	986	"12"
81.1	986	"11"
81.1	1106	"10"
81.1	1784	"1"
81.2	146	"Y"
81.2	901	"X"
81.2	952	"9"
81.2	1125	"8"
81.2	1272	"7"
81.2	1198	"6"
81.2	1216	"5"
81.2	1252	"4"
81.2	1260	"3"
81.2	420	"22"
81.2	338	"21"
81.2	604	"20"
81.2	1791	"2"
81.2	653	"19"
81.2	617	"18"
81.2	753	"17"
81.2	914	"16"
81.2	658	"15"
81.2	613	"14"
81.2	731	"13"
81.2	1020	"12"
81.2	997	"11"
81.2	1143	"10"
81.2	1789	"1"
81.3	120	"Y"
81.3	943	"X"
81.3	938	"9"
81.3	1146	"8"
81.3	1256	"7"
81.3	1167	"6"
81.3	1150	"5"
81.3	1204	"4"
81.3	1320	"3"
81.3	445	"22"
81.3	299	"21"
81.3	583	"20"
81.3	1724	"2"
81.3	661	"19"
81.3	659	"18"
81.3	849	"17"
81.3	906	"16"
81.3	640	"15"
81.3	654	"14"
81.3	686	"13"
81.3	937	"12"
81.3	1069	"11"
81.3	1125	"10"
81.3	1818	"1"
81.4	139	"Y"
81.4	952	"X"
81.4	901	"9"
81.4	1113	"8"
81.4	1342	"7"
81.4	1187	"6"
81.4	1207	"5"
81.4	1233	"4"
81.4	1353	"3"
81.4	422	"22"
81.4	308	"21"
81.4	577	"20"
81.4	1715	"2"
81.4	619	"19"
81.4	673	"18"
81.4	805	"17"
81.4	857	"16"
81.4	670	"15"
81.4	666	"14"
81.4	709	"13"
81.4	1050	"12"
81.4	1041	"11"
81.4	1171	"10"
81.4	1765	"1"
81.5	109	"Y"
81.5	941	"X"
81.5	935	"9"
81.5	1104	"8"
81.5	1334	"7"
81.5	1175	"6"
81.5	1260	"5"
81.5	1230	"4"
81.5	1333	"3"
81.5	514	"22"
81.5	308	"21"
81.5	597	"20"
81.5	1745	"2"
81.5	676	"19"
81.5	668	"18"
81.5	781	"17"
81.5	830	"16"
81.5	719	"15"
81.5	611	"14"
81.5	702	"13"
81.5	1007	"12"
81.5	1121	"11"
81.5	1156	"10"
81.5	1852	"1"
81.6	155	"Y"
81.6	980	"X"
81.6	981	"9"
81.6	1098	"8"
81.6	1305	"7"
81.6	1187	"6"
81.6	1204	"5"
81.6	1320	"4"
81.6	1346	"3"
81.6	459	"22"
81.6	314	"21"
81.6	665	"20"
81.6	1711	"2"
81.6	665	"19"
81.6	685	"18"
81.6	828	"17"
81.6	912	"16"
81.6	721	"15"
81.6	617	"14"
81.6	732	"13"
81.6	1022	"12"
81.6	1036	"11"
81.6	1169	"10"
81.6	1787	"1"
81.7	146	"Y"
81.7	942	"X"
81.7	987	"9"
81.7	1165	"8"
81.7	1288	"7"
81.7	1155	"6"
81.7	1239	"5"
81.7	1266	"4"
81.7	1350	"3"
81.7	402	"22"
81.7	333	"21"
81.7	578	"20"
81.7	1762	"2"
81.7	696	"19"
81.7	643	"18"
81.7	808	"17"
81.7	826	"16"
81.7	698	"15"
81.7	628	"14"
81.7	738	"13"
81.7	1030	"12"
81.7	1067	"11"
81.7	1143	"10"
81.7	1917	"1"
81.8	136	"Y"
81.8	965	"X"
81.8	985	"9"
81.8	1090	"8"
81.8	1388	"7"
81.8	1201	"6"
81.8	1271	"5"
81.8	1235	"4"
81.8	1347	"3"
81.8	458	"22"
81.8	341	"21"
81.8	640	"20"
81.8	1806	"2"
81.8	722	"19"
81.8	689	"18"
81.8	846	"17"
81.8	935	"16"
81.8	650	"15"
81.8	642	"14"
81.8	736	"13"
81.8	1036	"12"
81.8	1122	"11"
81.8	1139	"10"
81.8	1833	"1"
81.9	135	"Y"
81.9	964	"X"
81.9	1031	"9"
81.9	1172	"8"
81.9	1336	"7"
81.9	1218	"6"
81.9	1229	"5"
81.9	1271	"4"
81.9	1396	"3"
81.9	458	"22"
81.9	319	"21"
81.9	619	"20"
81.9	1805	"2"
81.9	648	"19"
81.9	684	"18"
81.9	868	"17"
81.9	903	"16"
81.9	681	"15"
81.9	628	"14"
81.9	712	"13"
81.9	954	"12"
81.9	1050	"11"
81.9	1225	"10"
81.9	1818	"1"
82	143	"Y"
82	937	"X"
82	970	"9"
82	1150	"8"
82	1393	"7"
82	1215	"6"
82	1264	"5"
82	1316	"4"
82	1400	"3"
82	468	"22"
82	323	"21"
82	621	"20"
82	1767	"2"
82	615	"19"
82	666	"18"
82	812	"17"
82	935	"16"
82	741	"15"
82	687	"14"
82	702	"13"
82	1038	"12"
82	1121	"11"
82	1201	"10"
82	1851	"1"
82.1	152	"Y"
82.1	932	"X"
82.1	1018	"9"
82.1	1090	"8"
82.1	1307	"7"
82.1	1202	"6"
82.1	1265	"5"
82.1	1308	"4"
82.1	1381	"3"
82.1	473	"22"
82.1	317	"21"
82.1	643	"20"
82.1	1797	"2"
82.1	654	"19"
82.1	684	"18"
82.1	827	"17"
82.1	973	"16"
82.1	705	"15"
82.1	657	"14"
82.1	734	"13"
82.1	1053	"12"
82.1	1048	"11"
82.1	1153	"10"
82.1	1868	"1"
82.2	157	"Y"
82.2	998	"X"
82.2	1033	"9"
82.2	1141	"8"
82.2	1378	"7"
82.2	1228	"6"
82.2	1270	"5"
82.2	1333	"4"
82.2	1485	"3"
82.2	464	"22"
82.2	306	"21"
82.2	617	"20"
82.2	1812	"2"
82.2	682	"19"
82.2	669	"18"
82.2	817	"17"
82.2	919	"16"
82.2	752	"15"
82.2	717	"14"
82.2	681	"13"
82.2	1124	"12"
82.2	1156	"11"
82.2	1277	"10"
82.2	1905	"1"
82.3	139	"Y"
82.3	939	"X"
82.3	945	"9"
82.3	1142	"8"
82.3	1329	"7"
82.3	1284	"6"
82.3	1343	"5"
82.3	1355	"4"
82.3	1417	"3"
82.3	505	"22"
82.3	302	"21"
82.3	626	"20"
82.3	1799	"2"
82.3	689	"19"
82.3	681	"18"
82.3	871	"17"
82.3	860	"16"
82.3	664	"15"
82.3	640	"14"
82.3	742	"13"
82.3	1085	"12"
82.3	1131	"11"
82.3	1200	"10"
82.3	1869	"1"
82.4	158	"Y"
82.4	1017	"X"
82.4	1027	"9"
82.4	1220	"8"
82.4	1394	"7"
82.4	1259	"6"
82.4	1248	"5"
82.4	1432	"4"
82.4	1410	"3"
82.4	410	"22"
82.4	369	"21"
82.4	691	"20"
82.4	1777	"2"
82.4	690	"19"
82.4	703	"18"
82.4	849	"17"
82.4	962	"16"
82.4	679	"15"
82.4	710	"14"
82.4	787	"13"
82.4	1079	"12"
82.4	1059	"11"
82.4	1234	"10"
82.4	1917	"1"
82.5	128	"Y"
82.5	1017	"X"
82.5	1042	"9"
82.5	1208	"8"
82.5	1334	"7"
82.5	1242	"6"
82.5	1276	"5"
82.5	1315	"4"
82.5	1425	"3"
82.5	476	"22"
82.5	380	"21"
82.5	637	"20"
82.5	1928	"2"
82.5	766	"19"
82.5	757	"18"
82.5	860	"17"
82.5	920	"16"
82.5	720	"15"
82.5	730	"14"
82.5	796	"13"
82.5	1038	"12"
82.5	1115	"11"
82.5	1199	"10"
82.5	1982	"1"
82.6	138	"Y"
82.6	996	"X"
82.6	1040	"9"
82.6	1219	"8"
82.6	1413	"7"
82.6	1263	"6"
82.6	1307	"5"
82.6	1360	"4"
82.6	1398	"3"
82.6	525	"22"
82.6	346	"21"
82.6	629	"20"
82.6	1843	"2"
82.6	761	"19"
82.6	751	"18"
82.6	827	"17"
82.6	974	"16"
82.6	719	"15"
82.6	684	"14"
82.6	833	"13"
82.6	1076	"12"
82.6	1136	"11"
82.6	1187	"10"
82.6	1972	"1"
82.7	132	"Y"
82.7	954	"X"
82.7	1013	"9"
82.7	1156	"8"
82.7	1433	"7"
82.7	1238	"6"
82.7	1357	"5"
82.7	1297	"4"
82.7	1427	"3"
82.7	456	"22"
82.7	348	"21"
82.7	647	"20"
82.7	1881	"2"
82.7	778	"19"
82.7	709	"18"
82.7	833	"17"
82.7	947	"16"
82.7	777	"15"
82.7	722	"14"
82.7	751	"13"
82.7	1161	"12"
82.7	1109	"11"
82.7	1216	"10"
82.7	1995	"1"
82.8	163	"Y"
82.8	1009	"X"
82.8	1058	"9"
82.8	1191	"8"
82.8	1380	"7"
82.8	1344	"6"
82.8	1271	"5"
82.8	1378	"4"
82.8	1519	"3"
82.8	488	"22"
82.8	366	"21"
82.8	682	"20"
82.8	1951	"2"
82.8	752	"19"
82.8	703	"18"
82.8	880	"17"
82.8	1041	"16"
82.8	768	"15"
82.8	679	"14"
82.8	776	"13"
82.8	1128	"12"
82.8	1119	"11"
82.8	1212	"10"
82.8	2017	"1"
82.9	155	"Y"
82.9	999	"X"
82.9	1029	"9"
82.9	1190	"8"
82.9	1408	"7"
82.9	1311	"6"
82.9	1354	"5"
82.9	1367	"4"
82.9	1471	"3"
82.9	507	"22"
82.9	362	"21"
82.9	651	"20"
82.9	1879	"2"
82.9	765	"19"
82.9	685	"18"
82.9	901	"17"
82.9	952	"16"
82.9	767	"15"
82.9	739	"14"
82.9	816	"13"
82.9	1119	"12"
82.9	1162	"11"
82.9	1306	"10"
82.9	1973	"1"
83	152	"Y"
83	1004	"X"
83	1058	"9"
83	1209	"8"
83	1444	"7"
83	1343	"6"
83	1314	"5"
83	1380	"4"
83	1532	"3"
83	509	"22"
83	361	"21"
83	645	"20"
83	1874	"2"
83	728	"19"
83	719	"18"
83	893	"17"
83	939	"16"
83	753	"15"
83	706	"14"
83	843	"13"
83	1209	"12"
83	1198	"11"
83	1321	"10"
83	2124	"1"
83.1	146	"Y"
83.1	1014	"X"
83.1	1038	"9"
83.1	1197	"8"
83.1	1483	"7"
83.1	1279	"6"
83.1	1419	"5"
83.1	1317	"4"
83.1	1578	"3"
83.1	484	"22"
83.1	374	"21"
83.1	627	"20"
83.1	1910	"2"
83.1	716	"19"
83.1	725	"18"
83.1	945	"17"
83.1	976	"16"
83.1	753	"15"
83.1	687	"14"
83.1	744	"13"
83.1	1143	"12"
83.1	1150	"11"
83.1	1266	"10"
83.1	2013	"1"
83.2	138	"Y"
83.2	1055	"X"
83.2	1106	"9"
83.2	1227	"8"
83.2	1456	"7"
83.2	1325	"6"
83.2	1368	"5"
83.2	1371	"4"
83.2	1508	"3"
83.2	521	"22"
83.2	371	"21"
83.2	647	"20"
83.2	1926	"2"
83.2	775	"19"
83.2	744	"18"
83.2	921	"17"
83.2	996	"16"
83.2	750	"15"
83.2	743	"14"
83.2	782	"13"
83.2	1138	"12"
83.2	1192	"11"
83.2	1205	"10"
83.2	2092	"1"
83.3	135	"Y"
83.3	994	"X"
83.3	1050	"9"
83.3	1215	"8"
83.3	1486	"7"
83.3	1382	"6"
83.3	1379	"5"
83.3	1437	"4"
83.3	1551	"3"
83.3	524	"22"
83.3	346	"21"
83.3	681	"20"
83.3	1975	"2"
83.3	741	"19"
83.3	733	"18"
83.3	957	"17"
83.3	1000	"16"
83.3	770	"15"
83.3	780	"14"
83.3	763	"13"
83.3	1155	"12"
83.3	1181	"11"
83.3	1269	"10"
83.3	2072	"1"
83.4	154	"Y"
83.4	1069	"X"
83.4	1090	"9"
83.4	1312	"8"
83.4	1496	"7"
83.4	1364	"6"
83.4	1384	"5"
83.4	1372	"4"
83.4	1565	"3"
83.4	517	"22"
83.4	368	"21"
83.4	708	"20"
83.4	2044	"2"
83.4	748	"19"
83.4	711	"18"
83.4	991	"17"
83.4	971	"16"
83.4	767	"15"
83.4	695	"14"
83.4	804	"13"
83.4	1123	"12"
83.4	1217	"11"
83.4	1305	"10"
83.4	2052	"1"
83.5	138	"Y"
83.5	1075	"X"
83.5	1111	"9"
83.5	1271	"8"
83.5	1479	"7"
83.5	1295	"6"
83.5	1461	"5"
83.5	1458	"4"
83.5	1566	"3"
83.5	504	"22"
83.5	357	"21"
83.5	636	"20"
83.5	2050	"2"
83.5	741	"19"
83.5	706	"18"
83.5	932	"17"
83.5	968	"16"
83.5	756	"15"
83.5	706	"14"
83.5	786	"13"
83.5	1119	"12"
83.5	1180	"11"
83.5	1322	"10"
83.5	2096	"1"
83.6	157	"Y"
83.6	1045	"X"
83.6	1091	"9"
83.6	1326	"8"
83.6	1529	"7"
83.6	1331	"6"
83.6	1393	"5"
83.6	1434	"4"
83.6	1568	"3"
83.6	510	"22"
83.6	351	"21"
83.6	726	"20"
83.6	1981	"2"
83.6	770	"19"
83.6	768	"18"
83.6	960	"17"
83.6	989	"16"
83.6	822	"15"
83.6	697	"14"
83.6	880	"13"
83.6	1111	"12"
83.6	1187	"11"
83.6	1301	"10"
83.6	2058	"1"
83.7	156	"Y"
83.7	1059	"X"
83.7	1165	"9"
83.7	1257	"8"
83.7	1530	"7"
83.7	1330	"6"
83.7	1364	"5"
83.7	1449	"4"
83.7	1538	"3"
83.7	497	"22"
83.7	382	"21"
83.7	651	"20"
83.7	1937	"2"
83.7	777	"19"
83.7	723	"18"
83.7	950	"17"
83.7	1026	"16"
83.7	793	"15"
83.7	729	"14"
83.7	869	"13"
83.7	1163	"12"
83.7	1199	"11"
83.7	1341	"10"
83.7	2126	"1"
83.8	153	"Y"
83.8	1074	"X"
83.8	1117	"9"
83.8	1315	"8"
83.8	1458	"7"
83.8	1362	"6"
83.8	1444	"5"
83.8	1435	"4"
83.8	1552	"3"
83.8	560	"22"
83.8	376	"21"
83.8	767	"20"
83.8	2098	"2"
83.8	826	"19"
83.8	774	"18"
83.8	943	"17"
83.8	1051	"16"
83.8	788	"15"
83.8	749	"14"
83.8	823	"13"
83.8	1204	"12"
83.8	1261	"11"
83.8	1352	"10"
83.8	2129	"1"
83.9	135	"Y"
83.9	1031	"X"
83.9	1101	"9"
83.9	1277	"8"
83.9	1545	"7"
83.9	1387	"6"
83.9	1495	"5"
83.9	1516	"4"
83.9	1516	"3"
83.9	502	"22"
83.9	371	"21"
83.9	750	"20"
83.9	1955	"2"
83.9	763	"19"
83.9	732	"18"
83.9	1000	"17"
83.9	1043	"16"
83.9	769	"15"
83.9	742	"14"
83.9	844	"13"
83.9	1236	"12"
83.9	1179	"11"
83.9	1355	"10"
83.9	2105	"1"
84	139	"Y"
84	1026	"X"
84	1216	"9"
84	1210	"8"
84	1550	"7"
84	1368	"6"
84	1354	"5"
84	1486	"4"
84	1579	"3"
84	517	"22"
84	391	"21"
84	713	"20"
84	2173	"2"
84	806	"19"
84	789	"18"
84	985	"17"
84	1043	"16"
84	832	"15"
84	777	"14"
84	859	"13"
84	1218	"12"
84	1270	"11"
84	1343	"10"
84	2046	"1"
84.1	159	"Y"
84.1	1066	"X"
84.1	1162	"9"
84.1	1241	"8"
84.1	1519	"7"
84.1	1379	"6"
84.1	1455	"5"
84.1	1469	"4"
84.1	1691	"3"
84.1	574	"22"
84.1	388	"21"
84.1	740	"20"
84.1	2176	"2"
84.1	802	"19"
84.1	739	"18"
84.1	1005	"17"
84.1	1022	"16"
84.1	806	"15"
84.1	753	"14"
84.1	858	"13"
84.1	1268	"12"
84.1	1231	"11"
84.1	1376	"10"
84.1	2123	"1"
84.2	149	"Y"
84.2	1016	"X"
84.2	1112	"9"
84.2	1356	"8"
84.2	1480	"7"
84.2	1434	"6"
84.2	1485	"5"
84.2	1435	"4"
84.2	1680	"3"
84.2	528	"22"
84.2	377	"21"
84.2	708	"20"
84.2	2075	"2"
84.2	825	"19"
84.2	786	"18"
84.2	985	"17"
84.2	1062	"16"
84.2	855	"15"
84.2	798	"14"
84.2	794	"13"
84.2	1222	"12"
84.2	1286	"11"
84.2	1336	"10"
84.2	2166	"1"
84.3	131	"Y"
84.3	1084	"X"
84.3	1142	"9"
84.3	1334	"8"
84.3	1568	"7"
84.3	1447	"6"
84.3	1485	"5"
84.3	1550	"4"
84.3	1601	"3"
84.3	574	"22"
84.3	423	"21"
84.3	745	"20"
84.3	2153	"2"
84.3	872	"19"
84.3	807	"18"
84.3	1005	"17"
84.3	1019	"16"
84.3	778	"15"
84.3	738	"14"
84.3	883	"13"
84.3	1214	"12"
84.3	1256	"11"
84.3	1351	"10"
84.3	2184	"1"
84.4	151	"Y"
84.4	1068	"X"
84.4	1203	"9"
84.4	1342	"8"
84.4	1606	"7"
84.4	1457	"6"
84.4	1477	"5"
84.4	1431	"4"
84.4	1642	"3"
84.4	518	"22"
84.4	422	"21"
84.4	708	"20"
84.4	2121	"2"
84.4	818	"19"
84.4	774	"18"
84.4	1053	"17"
84.4	1107	"16"
84.4	853	"15"
84.4	816	"14"
84.4	879	"13"
84.4	1274	"12"
84.4	1299	"11"
84.4	1419	"10"
84.4	2216	"1"
84.5	129	"Y"
84.5	1138	"X"
84.5	1197	"9"
84.5	1467	"8"
84.5	1655	"7"
84.5	1464	"6"
84.5	1517	"5"
84.5	1561	"4"
84.5	1642	"3"
84.5	545	"22"
84.5	364	"21"
84.5	728	"20"
84.5	2125	"2"
84.5	855	"19"
84.5	801	"18"
84.5	1072	"17"
84.5	1138	"16"
84.5	834	"15"
84.5	865	"14"
84.5	873	"13"
84.5	1215	"12"
84.5	1209	"11"
84.5	1428	"10"
84.5	2285	"1"
84.6	151	"Y"
84.6	1066	"X"
84.6	1199	"9"
84.6	1457	"8"
84.6	1540	"7"
84.6	1472	"6"
84.6	1482	"5"
84.6	1566	"4"
84.6	1650	"3"
84.6	603	"22"
84.6	404	"21"
84.6	741	"20"
84.6	2218	"2"
84.6	847	"19"
84.6	819	"18"
84.6	983	"17"
84.6	1104	"16"
84.6	825	"15"
84.6	794	"14"
84.6	920	"13"
84.6	1251	"12"
84.6	1290	"11"
84.6	1484	"10"
84.6	2287	"1"
84.7	174	"Y"
84.7	1159	"X"
84.7	1205	"9"
84.7	1339	"8"
84.7	1611	"7"
84.7	1556	"6"
84.7	1469	"5"
84.7	1519	"4"
84.7	1597	"3"
84.7	543	"22"
84.7	417	"21"
84.7	823	"20"
84.7	2198	"2"
84.7	904	"19"
84.7	795	"18"
84.7	1101	"17"
84.7	1103	"16"
84.7	819	"15"
84.7	785	"14"
84.7	880	"13"
84.7	1217	"12"
84.7	1289	"11"
84.7	1391	"10"
84.7	2260	"1"
84.8	143	"Y"
84.8	1104	"X"
84.8	1222	"9"
84.8	1342	"8"
84.8	1623	"7"
84.8	1426	"6"
84.8	1535	"5"
84.8	1601	"4"
84.8	1684	"3"
84.8	539	"22"
84.8	403	"21"
84.8	735	"20"
84.8	2135	"2"
84.8	858	"19"
84.8	779	"18"
84.8	1024	"17"
84.8	1123	"16"
84.8	840	"15"
84.8	767	"14"
84.8	939	"13"
84.8	1283	"12"
84.8	1314	"11"
84.8	1441	"10"
84.8	2223	"1"
84.9	146	"Y"
84.9	1136	"X"
84.9	1229	"9"
84.9	1380	"8"
84.9	1607	"7"
84.9	1456	"6"
84.9	1515	"5"
84.9	1629	"4"
84.9	1689	"3"
84.9	600	"22"
84.9	437	"21"
84.9	730	"20"
84.9	2242	"2"
84.9	854	"19"
84.9	796	"18"
84.9	1057	"17"
84.9	1095	"16"
84.9	873	"15"
84.9	797	"14"
84.9	859	"13"
84.9	1241	"12"
84.9	1365	"11"
84.9	1475	"10"
84.9	2225	"1"
85	159	"Y"
85	1121	"X"
85	1194	"9"
85	1387	"8"
85	1648	"7"
85	1564	"6"
85	1607	"5"
85	1563	"4"
85	1739	"3"
85	591	"22"
85	440	"21"
85	734	"20"
85	2209	"2"
85	876	"19"
85	884	"18"
85	1022	"17"
85	1098	"16"
85	882	"15"
85	823	"14"
85	925	"13"
85	1290	"12"
85	1245	"11"
85	1432	"10"
85	2288	"1"
85.1	148	"Y"
85.1	1163	"X"
85.1	1248	"9"
85.1	1388	"8"
85.1	1615	"7"
85.1	1464	"6"
85.1	1531	"5"
85.1	1594	"4"
85.1	1733	"3"
85.1	528	"22"
85.1	400	"21"
85.1	756	"20"
85.1	2174	"2"
85.1	883	"19"
85.1	794	"18"
85.1	1087	"17"
85.1	1105	"16"
85.1	890	"15"
85.1	823	"14"
85.1	922	"13"
85.1	1306	"12"
85.1	1364	"11"
85.1	1461	"10"
85.1	2338	"1"
85.2	149	"Y"
85.2	1102	"X"
85.2	1190	"9"
85.2	1407	"8"
85.2	1627	"7"
85.2	1514	"6"
85.2	1577	"5"
85.2	1639	"4"
85.2	1800	"3"
85.2	583	"22"
85.2	434	"21"
85.2	769	"20"
85.2	2233	"2"
85.2	881	"19"
85.2	779	"18"
85.2	1033	"17"
85.2	1132	"16"
85.2	874	"15"
85.2	820	"14"
85.2	896	"13"
85.2	1294	"12"
85.2	1329	"11"
85.2	1515	"10"
85.2	2276	"1"
85.3	165	"Y"
85.3	1102	"X"
85.3	1220	"9"
85.3	1430	"8"
85.3	1691	"7"
85.3	1549	"6"
85.3	1635	"5"
85.3	1690	"4"
85.3	1736	"3"
85.3	587	"22"
85.3	399	"21"
85.3	747	"20"
85.3	2269	"2"
85.3	931	"19"
85.3	790	"18"
85.3	1103	"17"
85.3	1134	"16"
85.3	858	"15"
85.3	822	"14"
85.3	912	"13"
85.3	1368	"12"
85.3	1331	"11"
85.3	1500	"10"
85.3	2435	"1"
85.4	176	"Y"
85.4	1084	"X"
85.4	1198	"9"
85.4	1429	"8"
85.4	1737	"7"
85.4	1584	"6"
85.4	1637	"5"
85.4	1586	"4"
85.4	1756	"3"
85.4	580	"22"
85.4	405	"21"
85.4	775	"20"
85.4	2332	"2"
85.4	911	"19"
85.4	849	"18"
85.4	1090	"17"
85.4	1182	"16"
85.4	949	"15"
85.4	825	"14"
85.4	918	"13"
85.4	1333	"12"
85.4	1345	"11"
85.4	1444	"10"
85.4	2319	"1"
85.5	167	"Y"
85.5	1157	"X"
85.5	1336	"9"
85.5	1489	"8"
85.5	1650	"7"
85.5	1606	"6"
85.5	1613	"5"
85.5	1720	"4"
85.5	1720	"3"
85.5	637	"22"
85.5	431	"21"
85.5	799	"20"
85.5	2309	"2"
85.5	895	"19"
85.5	883	"18"
85.5	1082	"17"
85.5	1121	"16"
85.5	905	"15"
85.5	813	"14"
85.5	936	"13"
85.5	1374	"12"
85.5	1340	"11"
85.5	1509	"10"
85.5	2336	"1"
85.6	170	"Y"
85.6	1196	"X"
85.6	1303	"9"
85.6	1540	"8"
85.6	1693	"7"
85.6	1650	"6"
85.6	1554	"5"
85.6	1745	"4"
85.6	1853	"3"
85.6	637	"22"
85.6	422	"21"
85.6	824	"20"
85.6	2333	"2"
85.6	909	"19"
85.6	895	"18"
85.6	1134	"17"
85.6	1165	"16"
85.6	887	"15"
85.6	845	"14"
85.6	921	"13"
85.6	1333	"12"
85.6	1347	"11"
85.6	1564	"10"
85.6	2394	"1"
85.7	178	"Y"
85.7	1126	"X"
85.7	1307	"9"
85.7	1421	"8"
85.7	1702	"7"
85.7	1593	"6"
85.7	1565	"5"
85.7	1687	"4"
85.7	1820	"3"
85.7	641	"22"
85.7	468	"21"
85.7	812	"20"
85.7	2371	"2"
85.7	933	"19"
85.7	829	"18"
85.7	1189	"17"
85.7	1156	"16"
85.7	890	"15"
85.7	883	"14"
85.7	878	"13"
85.7	1358	"12"
85.7	1322	"11"
85.7	1554	"10"
85.7	2480	"1"
85.8	155	"Y"
85.8	1115	"X"
85.8	1272	"9"
85.8	1431	"8"
85.8	1801	"7"
85.8	1564	"6"
85.8	1780	"5"
85.8	1732	"4"
85.8	1735	"3"
85.8	630	"22"
85.8	400	"21"
85.8	765	"20"
85.8	2382	"2"
85.8	944	"19"
85.8	864	"18"
85.8	1127	"17"
85.8	1203	"16"
85.8	920	"15"
85.8	858	"14"
85.8	962	"13"
85.8	1361	"12"
85.8	1363	"11"
85.8	1601	"10"
85.8	2417	"1"
85.9	169	"Y"
85.9	1170	"X"
85.9	1325	"9"
85.9	1517	"8"
85.9	1709	"7"
85.9	1670	"6"
85.9	1677	"5"
85.9	1727	"4"
85.9	1902	"3"
85.9	652	"22"
85.9	446	"21"
85.9	765	"20"
85.9	2389	"2"
85.9	984	"19"
85.9	829	"18"
85.9	1199	"17"
85.9	1245	"16"
85.9	912	"15"
85.9	921	"14"
85.9	1012	"13"
85.9	1381	"12"
85.9	1453	"11"
85.9	1658	"10"
85.9	2485	"1"
86	155	"Y"
86	1174	"X"
86	1334	"9"
86	1487	"8"
86	1791	"7"
86	1615	"6"
86	1734	"5"
86	1689	"4"
86	1803	"3"
86	628	"22"
86	428	"21"
86	797	"20"
86	2435	"2"
86	942	"19"
86	849	"18"
86	1156	"17"
86	1274	"16"
86	923	"15"
86	832	"14"
86	979	"13"
86	1367	"12"
86	1418	"11"
86	1633	"10"
86	2480	"1"
86.1	168	"Y"
86.1	1218	"X"
86.1	1323	"9"
86.1	1555	"8"
86.1	1777	"7"
86.1	1684	"6"
86.1	1699	"5"
86.1	1736	"4"
86.1	1874	"3"
86.1	684	"22"
86.1	465	"21"
86.1	832	"20"
86.1	2364	"2"
86.1	1039	"19"
86.1	804	"18"
86.1	1195	"17"
86.1	1236	"16"
86.1	967	"15"
86.1	827	"14"
86.1	1004	"13"
86.1	1415	"12"
86.1	1336	"11"
86.1	1612	"10"
86.1	2634	"1"
86.2	173	"Y"
86.2	1219	"X"
86.2	1346	"9"
86.2	1482	"8"
86.2	1782	"7"
86.2	1729	"6"
86.2	1743	"5"
86.2	1762	"4"
86.2	1906	"3"
86.2	660	"22"
86.2	451	"21"
86.2	866	"20"
86.2	2450	"2"
86.2	944	"19"
86.2	837	"18"
86.2	1198	"17"
86.2	1221	"16"
86.2	933	"15"
86.2	835	"14"
86.2	918	"13"
86.2	1432	"12"
86.2	1472	"11"
86.2	1614	"10"
86.2	2571	"1"
86.3	171	"Y"
86.3	1197	"X"
86.3	1345	"9"
86.3	1483	"8"
86.3	1875	"7"
86.3	1736	"6"
86.3	1757	"5"
86.3	1787	"4"
86.3	1901	"3"
86.3	650	"22"
86.3	452	"21"
86.3	870	"20"
86.3	2478	"2"
86.3	940	"19"
86.3	830	"18"
86.3	1160	"17"
86.3	1224	"16"
86.3	957	"15"
86.3	925	"14"
86.3	964	"13"
86.3	1407	"12"
86.3	1400	"11"
86.3	1579	"10"
86.3	2558	"1"
86.4	182	"Y"
86.4	1164	"X"
86.4	1396	"9"
