"modification_probability"	"count"	"element"
75	1024	"3"
75	298	"22"
75	235	"21"
75	466	"20"
75	1299	"2"
75	482	"19"
75	495	"18"
75	574	"17"
75	684	"16"
75	526	"15"
75	495	"14"
75	541	"13"
75	742	"12"
75	812	"11"
75	891	"10"
75	1408	"1"
75.1	104	"Y"
75.1	708	"X"
75.1	729	"9"
75.1	883	"8"
75.1	940	"7"
75.1	853	"6"
75.1	961	"5"
75.1	978	"4"
75.1	1040	"3"
75.1	361	"22"
75.1	281	"21"
75.1	470	"20"
75.1	1322	"2"
75.1	457	"19"
75.1	483	"18"
75.1	552	"17"
75.1	665	"16"
75.1	493	"15"
75.1	517	"14"
75.1	559	"13"
75.1	690	"12"
75.1	817	"11"
75.1	835	"10"
75.1	1463	"1"
75.2	123	"Y"
75.2	746	"X"
75.2	753	"9"
75.2	873	"8"
75.2	957	"7"
75.2	884	"6"
75.2	889	"5"
75.2	960	"4"
75.2	980	"3"
75.2	336	"22"
75.2	270	"21"
75.2	466	"20"
75.2	1314	"2"
75.2	460	"19"
75.2	517	"18"
75.2	649	"17"
75.2	702	"16"
75.2	499	"15"
75.2	474	"14"
75.2	582	"13"
75.2	760	"12"
75.2	809	"11"
75.2	879	"10"
75.2	1393	"1"
75.3	98	"Y"
75.3	730	"X"
75.3	694	"9"
75.3	855	"8"
75.3	1000	"7"
75.3	860	"6"
75.3	983	"5"
75.3	952	"4"
75.3	1088	"3"
75.3	319	"22"
75.3	232	"21"
75.3	443	"20"
75.3	1417	"2"
75.3	446	"19"
75.3	510	"18"
75.3	615	"17"
75.3	717	"16"
75.3	534	"15"
75.3	502	"14"
75.3	587	"13"
75.3	788	"12"
75.3	804	"11"
75.3	827	"10"
75.3	1467	"1"
75.4	127	"Y"
75.4	709	"X"
75.4	732	"9"
75.4	882	"8"
75.4	1031	"7"
75.4	829	"6"
75.4	982	"5"
75.4	1027	"4"
75.4	978	"3"
75.4	347	"22"
75.4	243	"21"
75.4	494	"20"
75.4	1322	"2"
75.4	486	"19"
75.4	515	"18"
75.4	642	"17"
75.4	687	"16"
75.4	546	"15"
75.4	469	"14"
75.4	513	"13"
75.4	775	"12"
75.4	796	"11"
75.4	845	"10"
75.4	1436	"1"
75.5	118	"Y"
75.5	699	"X"
75.5	737	"9"
75.5	820	"8"
75.5	1018	"7"
75.5	922	"6"
75.5	919	"5"
75.5	1017	"4"
75.5	1047	"3"
75.5	312	"22"
75.5	226	"21"
75.5	429	"20"
75.5	1385	"2"
75.5	462	"19"
75.5	476	"18"
75.5	590	"17"
75.5	630	"16"
75.5	523	"15"
75.5	498	"14"
75.5	510	"13"
75.5	751	"12"
75.5	801	"11"
75.5	893	"10"
75.5	1395	"1"
75.6	125	"Y"
75.6	718	"X"
75.6	731	"9"
75.6	898	"8"
75.6	927	"7"
75.6	880	"6"
75.6	969	"5"
75.6	936	"4"
75.6	1036	"3"
75.6	312	"22"
75.6	288	"21"
75.6	465	"20"
75.6	1334	"2"
75.6	479	"19"
75.6	522	"18"
75.6	603	"17"
75.6	638	"16"
75.6	534	"15"
75.6	514	"14"
75.6	566	"13"
75.6	749	"12"
75.6	836	"11"
75.6	891	"10"
75.6	1422	"1"
75.7	103	"Y"
75.7	717	"X"
75.7	754	"9"
75.7	848	"8"
75.7	986	"7"
75.7	944	"6"
75.7	954	"5"
75.7	961	"4"
75.7	1050	"3"
75.7	364	"22"
75.7	259	"21"
75.7	476	"20"
75.7	1383	"2"
75.7	498	"19"
75.7	491	"18"
75.7	604	"17"
75.7	693	"16"
75.7	567	"15"
75.7	498	"14"
75.7	567	"13"
75.7	749	"12"
75.7	823	"11"
75.7	844	"10"
75.7	1470	"1"
75.8	109	"Y"
75.8	703	"X"
75.8	747	"9"
75.8	795	"8"
75.8	986	"7"
75.8	917	"6"
75.8	1009	"5"
75.8	944	"4"
75.8	1027	"3"
75.8	318	"22"
75.8	259	"21"
75.8	478	"20"
75.8	1408	"2"
75.8	469	"19"
75.8	539	"18"
75.8	574	"17"
75.8	727	"16"
75.8	478	"15"
75.8	520	"14"
75.8	547	"13"
75.8	752	"12"
75.8	822	"11"
75.8	834	"10"
75.8	1415	"1"
75.9	113	"Y"
75.9	698	"X"
75.9	784	"9"
75.9	831	"8"
75.9	973	"7"
75.9	947	"6"
75.9	955	"5"
75.9	960	"4"
75.9	1059	"3"
75.9	326	"22"
75.9	245	"21"
75.9	415	"20"
75.9	1383	"2"
75.9	500	"19"
75.9	547	"18"
75.9	595	"17"
75.9	707	"16"
75.9	506	"15"
75.9	520	"14"
75.9	602	"13"
75.9	771	"12"
75.9	811	"11"
75.9	854	"10"
75.9	1385	"1"
76	84	"Y"
76	734	"X"
76	723	"9"
76	862	"8"
76	1012	"7"
76	898	"6"
76	987	"5"
76	1033	"4"
76	1031	"3"
76	316	"22"
76	263	"21"
76	440	"20"
76	1347	"2"
76	467	"19"
76	529	"18"
76	598	"17"
76	670	"16"
76	508	"15"
76	499	"14"
76	570	"13"
76	869	"12"
76	824	"11"
76	921	"10"
76	1477	"1"
76.1	115	"Y"
76.1	696	"X"
76.1	768	"9"
76.1	846	"8"
76.1	981	"7"
76.1	929	"6"
76.1	997	"5"
76.1	1016	"4"
76.1	1099	"3"
76.1	323	"22"
76.1	262	"21"
76.1	461	"20"
76.1	1385	"2"
76.1	523	"19"
76.1	498	"18"
76.1	645	"17"
76.1	690	"16"
76.1	503	"15"
76.1	557	"14"
76.1	582	"13"
76.1	760	"12"
76.1	872	"11"
76.1	913	"10"
76.1	1459	"1"
76.2	112	"Y"
76.2	727	"X"
76.2	777	"9"
76.2	827	"8"
76.2	1005	"7"
76.2	956	"6"
76.2	971	"5"
76.2	992	"4"
76.2	1002	"3"
76.2	319	"22"
76.2	271	"21"
76.2	489	"20"
76.2	1378	"2"
76.2	498	"19"
76.2	525	"18"
76.2	598	"17"
76.2	665	"16"
76.2	511	"15"
76.2	554	"14"
76.2	592	"13"
76.2	773	"12"
76.2	806	"11"
76.2	882	"10"
76.2	1465	"1"
76.3	99	"Y"
76.3	722	"X"
76.3	770	"9"
76.3	839	"8"
76.3	965	"7"
76.3	891	"6"
76.3	988	"5"
76.3	1015	"4"
76.3	1054	"3"
76.3	319	"22"
76.3	284	"21"
76.3	414	"20"
76.3	1384	"2"
76.3	533	"19"
76.3	527	"18"
76.3	609	"17"
76.3	663	"16"
76.3	504	"15"
76.3	473	"14"
76.3	595	"13"
76.3	737	"12"
76.3	824	"11"
76.3	885	"10"
76.3	1445	"1"
76.4	110	"Y"
76.4	721	"X"
76.4	772	"9"
76.4	865	"8"
76.4	1052	"7"
76.4	904	"6"
76.4	953	"5"
76.4	997	"4"
76.4	1063	"3"
76.4	330	"22"
76.4	278	"21"
76.4	472	"20"
76.4	1412	"2"
76.4	492	"19"
76.4	546	"18"
76.4	592	"17"
76.4	679	"16"
76.4	526	"15"
76.4	507	"14"
76.4	542	"13"
76.4	768	"12"
76.4	843	"11"
76.4	900	"10"
76.4	1449	"1"
76.5	126	"Y"
76.5	749	"X"
76.5	811	"9"
76.5	901	"8"
76.5	1007	"7"
76.5	914	"6"
76.5	994	"5"
76.5	949	"4"
76.5	1055	"3"
76.5	328	"22"
76.5	285	"21"
76.5	452	"20"
76.5	1382	"2"
76.5	486	"19"
76.5	511	"18"
76.5	631	"17"
76.5	672	"16"
76.5	539	"15"
76.5	512	"14"
76.5	618	"13"
76.5	781	"12"
76.5	831	"11"
76.5	903	"10"
76.5	1432	"1"
76.6	119	"Y"
76.6	748	"X"
76.6	768	"9"
76.6	879	"8"
76.6	1023	"7"
76.6	926	"6"
76.6	967	"5"
76.6	975	"4"
76.6	1053	"3"
76.6	361	"22"
76.6	289	"21"
76.6	481	"20"
76.6	1403	"2"
76.6	467	"19"
76.6	521	"18"
76.6	634	"17"
76.6	712	"16"
76.6	524	"15"
76.6	474	"14"
76.6	621	"13"
76.6	742	"12"
76.6	800	"11"
76.6	920	"10"
76.6	1513	"1"
76.7	103	"Y"
76.7	755	"X"
76.7	774	"9"
76.7	897	"8"
76.7	1036	"7"
76.7	929	"6"
76.7	955	"5"
76.7	987	"4"
76.7	1062	"3"
76.7	362	"22"
76.7	283	"21"
76.7	479	"20"
76.7	1450	"2"
76.7	517	"19"
76.7	582	"18"
76.7	595	"17"
76.7	695	"16"
76.7	495	"15"
76.7	519	"14"
76.7	590	"13"
76.7	781	"12"
76.7	856	"11"
76.7	879	"10"
76.7	1428	"1"
76.8	124	"Y"
76.8	773	"X"
76.8	795	"9"
76.8	908	"8"
76.8	1032	"7"
76.8	918	"6"
76.8	962	"5"
76.8	995	"4"
76.8	1054	"3"
76.8	323	"22"
76.8	256	"21"
76.8	469	"20"
76.8	1391	"2"
76.8	504	"19"
76.8	570	"18"
76.8	634	"17"
76.8	695	"16"
76.8	541	"15"
76.8	518	"14"
76.8	572	"13"
76.8	800	"12"
76.8	854	"11"
76.8	930	"10"
76.8	1520	"1"
76.9	104	"Y"
76.9	696	"X"
76.9	778	"9"
76.9	883	"8"
76.9	1002	"7"
76.9	972	"6"
76.9	959	"5"
76.9	1072	"4"
76.9	1099	"3"
76.9	338	"22"
76.9	274	"21"
76.9	464	"20"
76.9	1414	"2"
76.9	490	"19"
76.9	541	"18"
76.9	614	"17"
76.9	669	"16"
76.9	542	"15"
76.9	502	"14"
76.9	578	"13"
76.9	870	"12"
76.9	896	"11"
76.9	941	"10"
76.9	1490	"1"
77	111	"Y"
77	711	"X"
77	796	"9"
77	879	"8"
77	1047	"7"
77	939	"6"
77	992	"5"
77	1062	"4"
77	1120	"3"
77	369	"22"
77	264	"21"
77	458	"20"
77	1400	"2"
77	536	"19"
77	586	"18"
77	587	"17"
77	663	"16"
77	522	"15"
77	506	"14"
77	586	"13"
77	794	"12"
77	878	"11"
77	961	"10"
77	1496	"1"
77.1	97	"Y"
77.1	738	"X"
77.1	777	"9"
77.1	860	"8"
77.1	997	"7"
77.1	924	"6"
77.1	932	"5"
77.1	1019	"4"
77.1	1069	"3"
77.1	342	"22"
77.1	250	"21"
77.1	494	"20"
77.1	1413	"2"
77.1	563	"19"
77.1	497	"18"
77.1	660	"17"
77.1	705	"16"
77.1	580	"15"
77.1	504	"14"
77.1	565	"13"
77.1	798	"12"
77.1	862	"11"
77.1	866	"10"
77.1	1516	"1"
77.2	124	"Y"
77.2	726	"X"
77.2	823	"9"
77.2	891	"8"
77.2	1054	"7"
77.2	973	"6"
77.2	980	"5"
77.2	992	"4"
77.2	1051	"3"
77.2	368	"22"
77.2	288	"21"
77.2	439	"20"
77.2	1372	"2"
77.2	529	"19"
77.2	577	"18"
77.2	601	"17"
77.2	709	"16"
77.2	545	"15"
77.2	545	"14"
77.2	584	"13"
77.2	814	"12"
77.2	813	"11"
77.2	861	"10"
77.2	1458	"1"
77.3	101	"Y"
77.3	709	"X"
77.3	783	"9"
77.3	881	"8"
77.3	1049	"7"
77.3	966	"6"
77.3	999	"5"
77.3	1029	"4"
77.3	1078	"3"
77.3	352	"22"
77.3	274	"21"
77.3	461	"20"
77.3	1449	"2"
77.3	482	"19"
77.3	520	"18"
77.3	604	"17"
77.3	706	"16"
77.3	530	"15"
77.3	521	"14"
77.3	606	"13"
77.3	784	"12"
77.3	843	"11"
77.3	949	"10"
77.3	1466	"1"
77.4	116	"Y"
77.4	782	"X"
77.4	775	"9"
77.4	982	"8"
77.4	1079	"7"
77.4	916	"6"
77.4	994	"5"
77.4	983	"4"
77.4	1118	"3"
77.4	370	"22"
77.4	278	"21"
77.4	514	"20"
77.4	1445	"2"
77.4	509	"19"
77.4	563	"18"
77.4	636	"17"
77.4	715	"16"
77.4	571	"15"
77.4	530	"14"
77.4	591	"13"
77.4	811	"12"
77.4	911	"11"
77.4	911	"10"
77.4	1546	"1"
77.5	129	"Y"
77.5	764	"X"
77.5	802	"9"
77.5	876	"8"
77.5	1030	"7"
77.5	1019	"6"
77.5	1005	"5"
77.5	1028	"4"
77.5	1059	"3"
77.5	365	"22"
77.5	272	"21"
77.5	521	"20"
77.5	1392	"2"
77.5	511	"19"
77.5	570	"18"
77.5	660	"17"
77.5	759	"16"
77.5	561	"15"
77.5	508	"14"
77.5	609	"13"
77.5	874	"12"
77.5	875	"11"
77.5	942	"10"
77.5	1474	"1"
77.6	113	"Y"
77.6	777	"X"
77.6	803	"9"
77.6	944	"8"
77.6	1055	"7"
77.6	942	"6"
77.6	995	"5"
77.6	1028	"4"
77.6	1073	"3"
77.6	372	"22"
77.6	280	"21"
77.6	504	"20"
77.6	1469	"2"
77.6	543	"19"
77.6	568	"18"
77.6	643	"17"
77.6	729	"16"
77.6	565	"15"
77.6	553	"14"
77.6	574	"13"
77.6	826	"12"
77.6	859	"11"
77.6	936	"10"
77.6	1545	"1"
77.7	120	"Y"
77.7	780	"X"
77.7	788	"9"
77.7	919	"8"
77.7	1092	"7"
77.7	978	"6"
77.7	972	"5"
77.7	1119	"4"
77.7	1091	"3"
77.7	369	"22"
77.7	249	"21"
77.7	522	"20"
77.7	1405	"2"
77.7	492	"19"
77.7	556	"18"
77.7	621	"17"
77.7	731	"16"
77.7	579	"15"
77.7	503	"14"
77.7	583	"13"
77.7	795	"12"
77.7	949	"11"
77.7	923	"10"
77.7	1521	"1"
77.8	109	"Y"
77.8	776	"X"
77.8	773	"9"
77.8	951	"8"
77.8	1073	"7"
77.8	988	"6"
77.8	992	"5"
77.8	1066	"4"
77.8	1115	"3"
77.8	321	"22"
77.8	270	"21"
77.8	493	"20"
77.8	1455	"2"
77.8	559	"19"
77.8	535	"18"
77.8	664	"17"
77.8	689	"16"
77.8	543	"15"
77.8	532	"14"
77.8	609	"13"
77.8	862	"12"
77.8	871	"11"
77.8	957	"10"
77.8	1490	"1"
77.9	106	"Y"
77.9	784	"X"
77.9	805	"9"
77.9	913	"8"
77.9	1105	"7"
77.9	929	"6"
77.9	1002	"5"
77.9	1096	"4"
77.9	1122	"3"
77.9	388	"22"
77.9	285	"21"
77.9	459	"20"
77.9	1443	"2"
77.9	526	"19"
77.9	495	"18"
77.9	670	"17"
77.9	765	"16"
77.9	555	"15"
77.9	531	"14"
77.9	554	"13"
77.9	825	"12"
77.9	827	"11"
77.9	951	"10"
77.9	1540	"1"
78	112	"Y"
78	745	"X"
78	811	"9"
78	891	"8"
78	1075	"7"
78	985	"6"
78	1031	"5"
78	1043	"4"
78	1149	"3"
78	382	"22"
78	266	"21"
78	489	"20"
78	1449	"2"
78	525	"19"
78	552	"18"
78	667	"17"
78	759	"16"
78	576	"15"
78	498	"14"
78	593	"13"
78	777	"12"
78	873	"11"
78	924	"10"
78	1556	"1"
78.1	124	"Y"
78.1	802	"X"
78.1	808	"9"
78.1	961	"8"
78.1	1036	"7"
78.1	981	"6"
78.1	1065	"5"
78.1	1069	"4"
78.1	1114	"3"
78.1	364	"22"
78.1	268	"21"
78.1	497	"20"
78.1	1486	"2"
78.1	551	"19"
78.1	578	"18"
78.1	650	"17"
78.1	746	"16"
78.1	606	"15"
78.1	533	"14"
78.1	592	"13"
78.1	862	"12"
78.1	862	"11"
78.1	995	"10"
78.1	1517	"1"
78.2	110	"Y"
78.2	816	"X"
78.2	816	"9"
78.2	936	"8"
78.2	1082	"7"
78.2	983	"6"
78.2	1022	"5"
78.2	1104	"4"
78.2	1126	"3"
78.2	365	"22"
78.2	291	"21"
78.2	489	"20"
78.2	1527	"2"
78.2	531	"19"
78.2	581	"18"
78.2	666	"17"
78.2	756	"16"
78.2	543	"15"
78.2	542	"14"
78.2	593	"13"
78.2	816	"12"
78.2	896	"11"
78.2	957	"10"
78.2	1512	"1"
78.3	114	"Y"
78.3	787	"X"
78.3	765	"9"
78.3	957	"8"
78.3	1070	"7"
78.3	1008	"6"
78.3	1054	"5"
78.3	1074	"4"
78.3	1163	"3"
78.3	381	"22"
78.3	280	"21"
78.3	499	"20"
78.3	1499	"2"
78.3	526	"19"
78.3	560	"18"
78.3	645	"17"
78.3	787	"16"
78.3	567	"15"
78.3	564	"14"
78.3	626	"13"
78.3	835	"12"
78.3	868	"11"
78.3	969	"10"
78.3	1598	"1"
78.4	124	"Y"
78.4	830	"X"
78.4	835	"9"
78.4	976	"8"
78.4	1127	"7"
78.4	991	"6"
78.4	1030	"5"
78.4	1046	"4"
78.4	1175	"3"
78.4	379	"22"
78.4	287	"21"
78.4	525	"20"
78.4	1481	"2"
78.4	523	"19"
78.4	563	"18"
78.4	705	"17"
78.4	741	"16"
78.4	548	"15"
78.4	546	"14"
78.4	603	"13"
78.4	878	"12"
78.4	925	"11"
78.4	1026	"10"
78.4	1532	"1"
78.5	112	"Y"
78.5	761	"X"
78.5	804	"9"
78.5	921	"8"
78.5	1070	"7"
78.5	1017	"6"
78.5	997	"5"
78.5	1104	"4"
78.5	1158	"3"
78.5	407	"22"
78.5	258	"21"
78.5	513	"20"
78.5	1471	"2"
78.5	525	"19"
78.5	553	"18"
78.5	672	"17"
78.5	774	"16"
78.5	582	"15"
78.5	578	"14"
78.5	576	"13"
78.5	831	"12"
78.5	874	"11"
78.5	952	"10"
78.5	1575	"1"
78.6	125	"Y"
78.6	822	"X"
78.6	822	"9"
78.6	929	"8"
78.6	1136	"7"
78.6	984	"6"
78.6	1022	"5"
78.6	1069	"4"
78.6	1138	"3"
78.6	354	"22"
78.6	276	"21"
78.6	548	"20"
78.6	1543	"2"
78.6	560	"19"
78.6	579	"18"
78.6	669	"17"
78.6	693	"16"
78.6	622	"15"
78.6	560	"14"
78.6	613	"13"
78.6	860	"12"
78.6	862	"11"
78.6	1025	"10"
78.6	1552	"1"
78.7	114	"Y"
78.7	814	"X"
78.7	817	"9"
78.7	1018	"8"
78.7	1101	"7"
78.7	961	"6"
78.7	1049	"5"
78.7	1109	"4"
78.7	1133	"3"
78.7	390	"22"
78.7	279	"21"
78.7	525	"20"
78.7	1477	"2"
78.7	551	"19"
78.7	623	"18"
78.7	683	"17"
78.7	765	"16"
78.7	582	"15"
78.7	580	"14"
78.7	613	"13"
78.7	896	"12"
78.7	936	"11"
78.7	1010	"10"
78.7	1637	"1"
78.8	124	"Y"
78.8	839	"X"
78.8	871	"9"
78.8	979	"8"
78.8	1081	"7"
78.8	995	"6"
78.8	1064	"5"
78.8	1160	"4"
78.8	1164	"3"
78.8	360	"22"
78.8	277	"21"
78.8	513	"20"
78.8	1469	"2"
78.8	552	"19"
78.8	574	"18"
78.8	645	"17"
78.8	741	"16"
78.8	577	"15"
78.8	545	"14"
78.8	620	"13"
78.8	837	"12"
78.8	929	"11"
78.8	1000	"10"
78.8	1615	"1"
78.9	123	"Y"
78.9	764	"X"
78.9	838	"9"
78.9	950	"8"
78.9	1088	"7"
78.9	1059	"6"
78.9	1089	"5"
78.9	1081	"4"
78.9	1185	"3"
78.9	358	"22"
78.9	275	"21"
78.9	500	"20"
78.9	1469	"2"
78.9	540	"19"
78.9	586	"18"
78.9	709	"17"
78.9	715	"16"
78.9	598	"15"
78.9	566	"14"
78.9	610	"13"
78.9	849	"12"
78.9	872	"11"
78.9	1034	"10"
78.9	1603	"1"
79	114	"Y"
79	875	"X"
79	905	"9"
79	948	"8"
79	1085	"7"
79	1075	"6"
79	1097	"5"
79	1027	"4"
79	1174	"3"
79	391	"22"
79	308	"21"
79	530	"20"
79	1523	"2"
79	590	"19"
79	540	"18"
79	728	"17"
79	748	"16"
79	567	"15"
79	559	"14"
79	647	"13"
79	908	"12"
79	953	"11"
79	969	"10"
79	1637	"1"
79.1	129	"Y"
79.1	817	"X"
79.1	865	"9"
79.1	986	"8"
79.1	1102	"7"
79.1	1016	"6"
79.1	1112	"5"
79.1	1102	"4"
79.1	1146	"3"
79.1	374	"22"
79.1	272	"21"
79.1	552	"20"
79.1	1536	"2"
79.1	554	"19"
79.1	576	"18"
79.1	666	"17"
79.1	790	"16"
79.1	599	"15"
79.1	561	"14"
79.1	636	"13"
79.1	868	"12"
79.1	932	"11"
79.1	1032	"10"
79.1	1649	"1"
79.2	129	"Y"
79.2	825	"X"
79.2	817	"9"
79.2	955	"8"
79.2	1139	"7"
79.2	1009	"6"
79.2	1096	"5"
79.2	1127	"4"
79.2	1168	"3"
79.2	398	"22"
79.2	278	"21"
79.2	522	"20"
79.2	1561	"2"
79.2	556	"19"
79.2	573	"18"
79.2	678	"17"
79.2	759	"16"
79.2	569	"15"
79.2	551	"14"
79.2	673	"13"
79.2	916	"12"
79.2	928	"11"
79.2	989	"10"
79.2	1601	"1"
79.3	131	"Y"
79.3	782	"X"
79.3	855	"9"
79.3	1000	"8"
79.3	1184	"7"
79.3	1001	"6"
79.3	1078	"5"
79.3	1123	"4"
79.3	1192	"3"
79.3	380	"22"
79.3	267	"21"
79.3	565	"20"
79.3	1581	"2"
79.3	576	"19"
79.3	612	"18"
79.3	722	"17"
79.3	760	"16"
79.3	603	"15"
79.3	580	"14"
79.3	644	"13"
79.3	846	"12"
79.3	937	"11"
79.3	1033	"10"
79.3	1688	"1"
79.4	147	"Y"
79.4	819	"X"
79.4	896	"9"
79.4	985	"8"
79.4	1200	"7"
79.4	1077	"6"
79.4	1063	"5"
79.4	1076	"4"
79.4	1222	"3"
79.4	378	"22"
79.4	281	"21"
79.4	542	"20"
79.4	1555	"2"
79.4	616	"19"
79.4	591	"18"
79.4	700	"17"
79.4	842	"16"
79.4	586	"15"
79.4	569	"14"
79.4	644	"13"
79.4	910	"12"
79.4	924	"11"
79.4	1020	"10"
79.4	1671	"1"
79.5	120	"Y"
79.5	858	"X"
79.5	867	"9"
79.5	1010	"8"
79.5	1130	"7"
79.5	1059	"6"
79.5	1050	"5"
79.5	1115	"4"
79.5	1198	"3"
79.5	371	"22"
79.5	279	"21"
79.5	532	"20"
79.5	1588	"2"
79.5	582	"19"
79.5	569	"18"
79.5	708	"17"
79.5	762	"16"
79.5	652	"15"
79.5	588	"14"
79.5	687	"13"
79.5	904	"12"
79.5	948	"11"
79.5	1022	"10"
79.5	1634	"1"
79.6	123	"Y"
79.6	830	"X"
79.6	789	"9"
79.6	944	"8"
79.6	1126	"7"
79.6	1031	"6"
79.6	1089	"5"
79.6	1219	"4"
79.6	1264	"3"
79.6	380	"22"
79.6	288	"21"
79.6	542	"20"
79.6	1549	"2"
79.6	613	"19"
79.6	585	"18"
79.6	719	"17"
79.6	784	"16"
79.6	605	"15"
79.6	617	"14"
79.6	683	"13"
79.6	931	"12"
79.6	950	"11"
79.6	1040	"10"
79.6	1616	"1"
79.7	121	"Y"
79.7	845	"X"
79.7	842	"9"
79.7	1016	"8"
79.7	1231	"7"
79.7	1048	"6"
79.7	1052	"5"
79.7	1181	"4"
79.7	1231	"3"
79.7	396	"22"
79.7	271	"21"
79.7	574	"20"
79.7	1573	"2"
79.7	593	"19"
79.7	592	"18"
79.7	720	"17"
79.7	865	"16"
79.7	620	"15"
79.7	609	"14"
79.7	660	"13"
79.7	981	"12"
79.7	997	"11"
79.7	1034	"10"
79.7	1650	"1"
79.8	119	"Y"
79.8	872	"X"
79.8	935	"9"
79.8	1012	"8"
79.8	1169	"7"
79.8	1080	"6"
79.8	1156	"5"
79.8	1172	"4"
79.8	1210	"3"
79.8	390	"22"
79.8	295	"21"
79.8	548	"20"
79.8	1599	"2"
79.8	555	"19"
79.8	585	"18"
79.8	765	"17"
79.8	840	"16"
79.8	641	"15"
79.8	644	"14"
79.8	626	"13"
79.8	830	"12"
79.8	957	"11"
79.8	1023	"10"
79.8	1653	"1"
79.9	143	"Y"
79.9	895	"X"
79.9	886	"9"
79.9	1001	"8"
79.9	1181	"7"
79.9	1054	"6"
79.9	1063	"5"
79.9	1133	"4"
79.9	1278	"3"
79.9	403	"22"
79.9	314	"21"
79.9	575	"20"
79.9	1623	"2"
79.9	578	"19"
79.9	600	"18"
79.9	783	"17"
79.9	747	"16"
79.9	614	"15"
79.9	587	"14"
79.9	663	"13"
79.9	914	"12"
79.9	987	"11"
79.9	1068	"10"
79.9	1658	"1"
80	115	"Y"
80	903	"X"
80	910	"9"
80	999	"8"
80	1217	"7"
80	1112	"6"
80	1118	"5"
80	1167	"4"
80	1217	"3"
80	437	"22"
80	302	"21"
80	577	"20"
80	1582	"2"
80	609	"19"
80	627	"18"
80	743	"17"
80	761	"16"
80	637	"15"
80	560	"14"
80	691	"13"
80	937	"12"
80	921	"11"
80	1057	"10"
80	1728	"1"
80.1	116	"Y"
80.1	878	"X"
80.1	879	"9"
80.1	1043	"8"
80.1	1129	"7"
80.1	1079	"6"
80.1	1133	"5"
80.1	1196	"4"
80.1	1203	"3"
80.1	399	"22"
80.1	306	"21"
80.1	602	"20"
80.1	1585	"2"
80.1	640	"19"
80.1	608	"18"
80.1	721	"17"
80.1	848	"16"
80.1	633	"15"
80.1	591	"14"
80.1	692	"13"
80.1	944	"12"
80.1	990	"11"
80.1	1006	"10"
80.1	1708	"1"
80.2	138	"Y"
80.2	838	"X"
80.2	922	"9"
80.2	1013	"8"
80.2	1183	"7"
80.2	1038	"6"
80.2	1157	"5"
80.2	1170	"4"
80.2	1253	"3"
80.2	403	"22"
80.2	312	"21"
80.2	539	"20"
80.2	1664	"2"
80.2	605	"19"
80.2	599	"18"
80.2	734	"17"
80.2	809	"16"
80.2	619	"15"
80.2	617	"14"
80.2	674	"13"
80.2	924	"12"
80.2	1018	"11"
80.2	1081	"10"
80.2	1750	"1"
80.3	112	"Y"
80.3	895	"X"
80.3	872	"9"
80.3	1022	"8"
80.3	1195	"7"
80.3	1054	"6"
80.3	1178	"5"
80.3	1169	"4"
80.3	1274	"3"
80.3	412	"22"
80.3	327	"21"
80.3	584	"20"
80.3	1668	"2"
80.3	597	"19"
80.3	591	"18"
80.3	761	"17"
80.3	830	"16"
80.3	631	"15"
80.3	593	"14"
80.3	668	"13"
80.3	957	"12"
80.3	1010	"11"
80.3	1092	"10"
80.3	1657	"1"
80.4	128	"Y"
80.4	895	"X"
80.4	938	"9"
80.4	1003	"8"
80.4	1195	"7"
80.4	1153	"6"
80.4	1124	"5"
80.4	1214	"4"
80.4	1213	"3"
80.4	394	"22"
80.4	311	"21"
80.4	601	"20"
80.4	1630	"2"
80.4	555	"19"
80.4	618	"18"
80.4	707	"17"
80.4	819	"16"
80.4	623	"15"
80.4	598	"14"
80.4	690	"13"
80.4	965	"12"
80.4	1008	"11"
80.4	1083	"10"
80.4	1681	"1"
80.5	122	"Y"
80.5	880	"X"
80.5	907	"9"
80.5	997	"8"
80.5	1231	"7"
80.5	1122	"6"
80.5	1216	"5"
80.5	1216	"4"
80.5	1225	"3"
80.5	402	"22"
80.5	300	"21"
80.5	621	"20"
80.5	1747	"2"
80.5	622	"19"
80.5	639	"18"
80.5	743	"17"
80.5	826	"16"
80.5	692	"15"
80.5	602	"14"
80.5	639	"13"
80.5	964	"12"
80.5	1004	"11"
80.5	1091	"10"
80.5	1777	"1"
80.6	114	"Y"
80.6	883	"X"
80.6	919	"9"
80.6	1091	"8"
80.6	1230	"7"
80.6	1120	"6"
80.6	1180	"5"
80.6	1196	"4"
80.6	1216	"3"
80.6	409	"22"
80.6	279	"21"
80.6	589	"20"
80.6	1688	"2"
80.6	654	"19"
80.6	594	"18"
80.6	767	"17"
80.6	862	"16"
80.6	637	"15"
80.6	596	"14"
80.6	677	"13"
80.6	933	"12"
80.6	992	"11"
80.6	1035	"10"
80.6	1762	"1"
80.7	137	"Y"
80.7	880	"X"
80.7	945	"9"
80.7	1084	"8"
80.7	1241	"7"
80.7	1139	"6"
80.7	1163	"5"
80.7	1203	"4"
80.7	1273	"3"
80.7	391	"22"
80.7	297	"21"
80.7	556	"20"
80.7	1660	"2"
80.7	598	"19"
80.7	618	"18"
80.7	695	"17"
80.7	880	"16"
80.7	639	"15"
80.7	678	"14"
80.7	691	"13"
80.7	933	"12"
80.7	1035	"11"
80.7	1108	"10"
80.7	1704	"1"
